Your name; Your GitHub user; Dataset name; Dataset URL; Dataset brief description
Adrian Tabacaru; DetectiveToaster; crimes-new-york-city; https://www.kaggle.com/adamschroeder/crimes-new-york-city; Datased depicting reported crime in NYC in 2014-2015
